1, 0.171717, 0.0278321, 0.171717, 0.023308
2, 0.313131, 0.047371
3, 0.373737, 0.062085
4, 0.393939, 0.071782
5, 0.424242, 0.081564
6, 0.404040, 0.085935
7, 0.424242, 0.098529
8, 0.434343, 0.109228
9, 0.474747, 0.124769
1, 0.202020, 0.032127
2, 0.323232, 0.051077
3, 0.393939, 0.065754
4, 0.404040, 0.073526
5, 0.414141, 0.083311
6, 0.454545, 0.102065
7, 0.505050, 0.126721
8, 0.575758, 0.162861
9, 0.585859, 0.190960
10, 0.616162, 0.225861
11, 0.656566, 0.261378
12, 0.666667, 0.293141
13, 0.646465, 0.317428
14, 0.666667, 0.352005
15, 0.686869, 0.384184
16, 0.717172, 0.421005
17, 0.747475, 0.452988
18, 0.767677, 0.481057
19, 0.767677, 0.504261
20, 0.787879, 0.536540
21, 0.787879, 0.557136
22, 0.828283, 0.605144
23, 0.838384, 0.635316
24, 0.818182, 0.645090
25, 0.828283, 0.652834
26, 0.797980, 0.652181
27, 0.808081, 0.672302
28, 0.808081, 0.677598
29, 0.828283, 0.691634
30, 0.848485, 0.706374
31, 0.878788, 0.726609
32, 0.878788, 0.736601
33, 0.858586, 0.742421
34, 0.848485, 0.747828
35, 0.838384, 0.742287
36, 0.838384, 0.739087
37, 0.848485, 0.741180
38, 0.878788, 0.760321
39, 0.898990, 0.777025
40, 0.909091, 0.796675
41, 0.888889, 0.797786
42, 0.868687, 0.788240
43, 0.868687, 0.777640
44, 0.858586, 0.766094
45, 0.888889, 0.789334
46, 0.898990, 0.800538
47, 0.898990, 0.801079
48, 0.898990, 0.800972
49, 0.888889, 0.797510
50, 0.878788, 0.794349
51, 0.878788, 0.794753
52, 0.888889, 0.801614
53, 0.898990, 0.809881
54, 0.888889, 0.809209
55, 0.888889, 0.810423
56, 0.878788, 0.809566
57, 0.909091, 0.823109
58, 0.919192, 0.828012
59, 0.919192, 0.827574
60, 0.919192, 0.829180
61, 0.909091, 0.827322
62, 0.909091, 0.829773
63, 0.898990, 0.827411
64, 0.909091, 0.833991
65, 0.909091, 0.835232
66, 0.909091, 0.834841
67, 0.909091, 0.834118
68, 0.909091, 0.834632
69, 0.919192, 0.842969
70, 0.909091, 0.843789
71, 0.898990, 0.841841
72, 0.909091, 0.847673
73, 0.929293, 0.855287
74, 0.949495, 0.863696
75, 0.929293, 0.854575
76, 0.909091, 0.843914
77, 0.919192, 0.849981
78, 0.919192, 0.851953
79, 0.919192, 0.854833
80, 0.919192, 0.853462
81, 0.919192, 0.851184
82, 0.929293, 0.854114
83, 0.939394, 0.859233
84, 0.929293, 0.860901
85, 0.949495, 0.871306
86, 0.939394, 0.866566
87, 0.929293, 0.861190
88, 0.929293, 0.862555
89, 0.929293, 0.865045
90, 0.919192, 0.860666
91, 0.939394, 0.867711
92, 0.939394, 0.868649
93, 0.959596, 0.878368
94, 0.949495, 0.873114
95, 0.949495, 0.872516
96, 0.939394, 0.869958
97, 0.949495, 0.874070
98, 0.949495, 0.874324
99, 0.939394, 0.871654
100, 0.929293, 0.869517
101, 0.939394, 0.875747
102, 0.939394, 0.877236
103, 0.939394, 0.877690
104, 0.949495, 0.880496
105, 0.949495, 0.879126
106, 0.949495, 0.879049
107, 0.939394, 0.876462
108, 0.949495, 0.883424
109, 0.939394, 0.879484
110, 0.949495, 0.883879
111, 0.939394, 0.878525
112, 0.939394, 0.876064
113, 0.939394, 0.875041
114, 0.939394, 0.874374
115, 0.929293, 0.872211
116, 0.919192, 0.870718
117, 0.919192, 0.874130
1, 0.202020, 0.032127
2, 0.323232, 0.051077
3, 0.393939, 0.065754
4, 0.404040, 0.073526
5, 0.414141, 0.083311
6, 0.454545, 0.102065
7, 0.505050, 0.126721
8, 0.575758, 0.162861
9, 0.585859, 0.190960
10, 0.616162, 0.225861
11, 0.656566, 0.261378
12, 0.666667, 0.293141
13, 0.646465, 0.317428
14, 0.666667, 0.352005
15, 0.686869, 0.384184
16, 0.717172, 0.421005
17, 0.747475, 0.452988
18, 0.767677, 0.481057
19, 0.767677, 0.504261
20, 0.787879, 0.536540
21, 0.787879, 0.557136
22, 0.828283, 0.605144
23, 0.838384, 0.635316
24, 0.818182, 0.645090
25, 0.828283, 0.652834
26, 0.797980, 0.652181
27, 0.808081, 0.672302
28, 0.808081, 0.677598
29, 0.828283, 0.691634
30, 0.848485, 0.706374
31, 0.878788, 0.726609
32, 0.878788, 0.736601
33, 0.858586, 0.742421
34, 0.848485, 0.747828
35, 0.838384, 0.742287
36, 0.838384, 0.739087
37, 0.848485, 0.741180
38, 0.878788, 0.760321
39, 0.898990, 0.777025
40, 0.909091, 0.796675
41, 0.888889, 0.797786
42, 0.868687, 0.788240
43, 0.868687, 0.777640
44, 0.858586, 0.766094
45, 0.888889, 0.789334
46, 0.898990, 0.800538
47, 0.898990, 0.801079
48, 0.898990, 0.800972
49, 0.888889, 0.797510
50, 0.878788, 0.794349
51, 0.878788, 0.794753
52, 0.888889, 0.801614
53, 0.898990, 0.809881
54, 0.888889, 0.809209
55, 0.888889, 0.810423
56, 0.878788, 0.809566
57, 0.909091, 0.823109
58, 0.919192, 0.828012
59, 0.919192, 0.827574
60, 0.919192, 0.829180
61, 0.909091, 0.827322
62, 0.909091, 0.829773
63, 0.898990, 0.827411
64, 0.909091, 0.833991
65, 0.909091, 0.835232
66, 0.909091, 0.834841
67, 0.909091, 0.834118
68, 0.909091, 0.834632
69, 0.919192, 0.842969
70, 0.909091, 0.843789
71, 0.898990, 0.841841
72, 0.909091, 0.847673
73, 0.929293, 0.855287
74, 0.949495, 0.863696
75, 0.929293, 0.854575
76, 0.909091, 0.843914
77, 0.919192, 0.849981
78, 0.919192, 0.851953
79, 0.919192, 0.854833
80, 0.919192, 0.853462
81, 0.919192, 0.851184
82, 0.929293, 0.854114
83, 0.939394, 0.859233
84, 0.929293, 0.860901
85, 0.949495, 0.871306
86, 0.939394, 0.866566
87, 0.929293, 0.861190
88, 0.929293, 0.862555
89, 0.929293, 0.865045
90, 0.919192, 0.860666
91, 0.939394, 0.867711
92, 0.939394, 0.868649
93, 0.959596, 0.878368
94, 0.949495, 0.873114
95, 0.949495, 0.872516
96, 0.939394, 0.869958
97, 0.949495, 0.874070
98, 0.949495, 0.874324
99, 0.939394, 0.871654
100, 0.929293, 0.869517
101, 0.939394, 0.875747
102, 0.939394, 0.877236
103, 0.939394, 0.877690
104, 0.949495, 0.880496
105, 0.949495, 0.879126
106, 0.949495, 0.879049
107, 0.939394, 0.876462
108, 0.949495, 0.883424
109, 0.939394, 0.879484
110, 0.949495, 0.883879
111, 0.939394, 0.878525
112, 0.939394, 0.876064
113, 0.939394, 0.875041
114, 0.939394, 0.874374
115, 0.929293, 0.872211
116, 0.919192, 0.870718
117, 0.919192, 0.874130
1, 0.437500, 0.390458
2, 0.437500, 0.406957
3, 0.484375, 0.445518
4, 0.500000, 0.464752
5, 0.500000, 0.469129
6, 0.500000, 0.466722
7, 0.500000, 0.458666
8, 0.468750, 0.427269
9, 0.484375, 0.430188
10, 0.484375, 0.425384
11, 0.453125, 0.395521
12, 0.421875, 0.371526
13, 0.406250, 0.354003
14, 0.406250, 0.344836
15, 0.406250, 0.327281
16, 0.359375, 0.280977
17, 0.312500, 0.243364
18, 0.281250, 0.218968
19, 0.281250, 0.210211
20, 0.281250, 0.201025
21, 0.265625, 0.187795
22, 0.250000, 0.178321
23, 0.250000, 0.176430
24, 0.250000, 0.176222
25, 0.250000, 0.179570
26, 0.265625, 0.192165
27, 0.265625, 0.197270
28, 0.265625, 0.199752
29, 0.281250, 0.207517
30, 0.281250, 0.212085
1, 0.109375, 0.062499
1, 0.128906, 0.085451
2, 0.132812, 0.085133
3, 0.113281, 0.068664
4, 0.101562, 0.056378
5, 0.089844, 0.046243
6, 0.089844, 0.044922
7, 0.089844, 0.044922
8, 0.089844, 0.044922
9, 0.089844, 0.044922
10, 0.089844, 0.044922
11, 0.089844, 0.044922
12, 0.089844, 0.044922
13, 0.089844, 0.044922
14, 0.089844, 0.044922
15, 0.089844, 0.044922
16, 0.089844, 0.044922
17, 0.089844, 0.044922
18, 0.089844, 0.044922
19, 0.089844, 0.044922
20, 0.089844, 0.044922
21, 0.089844, 0.044922
22, 0.089844, 0.044922
23, 0.089844, 0.044922
1, 0.496094, 0.475404
2, 0.632812, 0.610422
3, 0.675781, 0.661205
4, 0.722656, 0.707182
5, 0.730469, 0.717374
6, 0.089844, -nan(ind)
7, 0.089844, -nan(ind)
8, 0.089844, -nan(ind)
9, 0.089844, -nan(ind)
10, 0.089844, -nan(ind)
1, 0.152344, 0.430724
2, 0.089844, 0.000000
3, 0.089844, 0.000000
4, 0.089844, 0.000000
5, 0.089844, 0.000000
6, 0.089844, 0.000000
7, 0.089844, 0.000000
8, 0.089844, 0.000000
9, 0.089844, 0.000000
10, 0.089844, 0.000000
11, 0.089844, 0.000000
12, 0.089844, 0.000000
13, 0.089844, 0.000000
14, 0.089844, 0.000000
15, 0.089844, 0.000000
16, 0.089844, 0.000000
17, 0.089844, 0.000000
18, 0.089844, 0.000000
19, 0.089844, 0.000000
20, 0.089844, 0.000000
21, 0.089844, 0.000000
22, 0.089844, 0.000000
23, 0.089844, 0.000000
24, 0.089844, 0.000000
25, 0.089844, 0.000000
26, 0.089844, 0.000000
27, 0.089844, 0.000000
28, 0.089844, 0.000000
29, 0.089844, 0.000000
30, 0.089844, 0.000000
31, 0.089844, 0.000000
32, 0.089844, 0.000000
33, 0.089844, 0.000000
34, 0.089844, 0.000000
35, 0.089844, 0.000000
36, 0.089844, 0.000000
37, 0.089844, 0.000000
38, 0.089844, 0.000000
39, 0.089844, 0.000000
40, 0.089844, 0.000000
41, 0.089844, 0.000000
42, 0.089844, 0.000000
43, 0.089844, 0.000000
44, 0.089844, 0.000000
45, 0.089844, 0.000000
46, 0.089844, 0.000000
47, 0.089844, 0.000000
48, 0.089844, 0.000000
49, 0.089844, 0.000000
50, 0.089844, 0.000000
51, 0.089844, 0.000000
52, 0.089844, 0.000000
53, 0.089844, 0.000000
54, 0.089844, 0.000000
55, 0.089844, 0.000000
56, 0.089844, 0.000000
57, 0.089844, 0.000000
58, 0.089844, 0.000000
59, 0.089844, 0.000000
60, 0.089844, 0.000000
61, 0.089844, 0.000000
62, 0.089844, 0.000000
63, 0.089844, 0.000000
64, 0.089844, 0.000000
65, 0.089844, 0.000000
66, 0.089844, 0.000000
67, 0.089844, 0.000000
68, 0.089844, 0.000000
69, 0.089844, 0.000000
70, 0.089844, 0.000000
71, 0.089844, 0.000000
72, 0.089844, 0.000000
73, 0.089844, 0.000000
74, 0.089844, 0.000000
75, 0.089844, 0.000000
76, 0.089844, 0.000000
77, 0.089844, 0.000000
78, 0.089844, 0.000000
79, 0.089844, 0.000000
80, 0.089844, 0.000000
81, 0.089844, 0.000000
82, 0.089844, 0.000000
83, 0.089844, 0.000000
84, 0.089844, 0.000000
85, 0.089844, 0.000000
86, 0.089844, 0.000000
87, 0.089844, 0.000000
88, 0.089844, 0.000000
89, 0.089844, 0.000000
90, 0.089844, 0.000000
91, 0.089844, 0.000000
92, 0.089844, 0.000000
93, 0.089844, 0.000000
94, 0.089844, 0.000000
95, 0.089844, 0.000000
96, 0.089844, 0.000000
97, 0.089844, 0.000000
98, 0.089844, 0.000000
99, 0.089844, 0.000000
100, 0.089844, 0.000000
1, 0.906250, 0.904628
2, 0.089844, -nan(ind)
1, 0.906250, 0.904628
2, 0.089844, -nan(ind)
3, 0.089844, -nan(ind)
4, 0.089844, -nan(ind)
5, 0.089844, -nan(ind)
6, 0.089844, -nan(ind)
7, 0.089844, -nan(ind)
8, 0.089844, -nan(ind)
9, 0.089844, -nan(ind)
10, 0.089844, -nan(ind)
1, 0.152344, 0.430724
2, 0.089844, 0.000000
3, 0.089844, 0.000000
4, 0.089844, 0.000000
5, 0.089844, 0.000000
6, 0.089844, 0.000000
7, 0.089844, 0.000000
1, 0.152344, 0.430724
2, 0.089844, 0.000000
3, 0.089844, 0.000000
4, 0.089844, 0.000000
5, 0.089844, 0.000000
6, 0.089844, 0.000000
7, 0.089844, 0.000000
8, 0.089844, 0.000000
9, 0.089844, 0.000000
10, 0.089844, 0.000000
1, 0.152344, 0.430724
2, 0.089844, 0.000000
1, 0.523438, 0.480606
2, 0.523438, 0.383030
3, 0.523438, 0.275477
4, 0.523438, 0.261719
5, 0.523438, 0.261719
6, 0.523438, 0.261719
7, 0.523438, 0.261719
8, 0.523438, 0.261719
9, 0.523438, 0.261719
10, 0.523438, 0.261719
1, 0.523438, 0.274021
2, 0.523438, 0.261719
3, 0.523438, 0.261719
4, 0.523438, 0.261719
5, 0.523438, 0.261719
6, 0.523438, 0.261719
7, 0.523438, 0.261719
8, 0.523438, 0.261719
9, 0.523438, 0.261719
10, 0.523438, 0.261719
1, 0.523438, 0.274021
2, 0.523438, 0.261719
3, 0.523438, 0.261719
4, 0.523438, 0.261719
5, 0.523438, 0.261719
6, 0.523438, 0.261719
